Lyrics,Song,Artist
"
Step off the train all alone at dawn
Back into the hole where I was born
The sun in the sky never raised an eye to me
The blood on the trax and must be mine
The fool on the hill and I feel fine
Don't look back cos you know what you might see 

Look into the wall of my mind's eye
I think I know, but I don't know why
The questions are the answers you might need
Coming in a mess going out in style
I ain't good-looking but I'm someone's child
No-one can give me the air that's mine to breathe 

I met my maker
I made him cry
And on my shoulder he asked me why
His people won't fly through the storm
I said ""Listen up man, they don't even know you're born"" 

All my people right here, right now
D'You Know What I Mean?
All my people right here, right now
D'You Know What I Mean?
All my people right here, right now
D'You Know What I Mean?
Yeah, yeah 

I don't really care for what you believe
So open up your fist or you won't receive
The thoughts and the words of every man you'll need
Get up off the floor and believe in life
No-one's ever gonna ever ask you twice
Get on the bus and bring it on home to me
",D'You Know What I Mean?,oasis
"
Everybody knows ... but no-one's saying nothing
And it's a sound so very loud ... that no-one can hear
I got something in my shoe ... it's keeping me from walking
Down the long and winding road ... back home to you 

Around this town you've ceased to be
That's what you get for sleeping with the enemy
Where angels fly you won't play
So guess who's gonna take the blame for ... 

My big mouth, my big name
Who'll put on my shoes while they're walking
Slowly down the hall of fame?
Into my big mouth you could fly a plane
Who'll put on my shoes while they're walking
Slowly down the hall of fame?
Slowly down the hall of fame 

I ain't never spoke to God
And I ain't never been to heaven
But you assumed I knew the way
Even though the map was given
And as you look into the eyes
Of a bloody cold assasin
Only then you'll realize
With who's life you have been messin'
",My Big Mouth,oasis
"
An extraordinary guy
Can never have an ordinary day,
He might live a long goodbye
But that is not for me to say
I dig his friends, I dig his shoes
But he is just a child with nothing to lose
But his mind 

They are sleeping while they dream
And then they want to be adored
They who don't say what they mean
Will live and die by their own sword.
I dig their friends, I dig their shoes
But they are like a child with nothing to lose
In their minds, their minds. 

But I'll have my way
In my own time
I'll have my say
My star will shine 

Cos you see me I got my Magic Pie
Think of me yeah that was me I was that passer by
I've been and now I've gone. 

There are but a thousand days preparing for a thousand years
Many minds to educate and people who have disappeared
D'you dig my friends? D'you dig my shoes?
I am like a child with nothing to lose but my mind
My mind
",Magic Pie,oasis
"
Made a meal and threw it up on Sunday
I've got a lot of things to learn
Said I would and I'll be leaving one day
Before my heart starts to burn.

So what's the matter with you?
Sing me something new.
Don't you know
The cold and wind and rain don't know
They only seem to come and go away

Times are hard when things have got no meaning
I've found a key upon the floor
Maybe you and I will not believe in the things we find behind the door

So what's the matter with you?
Sing me something new.
Don't you know
The cold and wind and rain don't know
They only seem to come and go away

Stand by me
Nobody knows the way it's gonna be
Stand by me
Nobody knows the way it's gonna be
Stand by me
Nobody knows the way it's gonna be
Stand by me
Nobody knows, yeah, nobody knows the way it's gonna be

If you're leaving will you take me with you
I'm tired of talking on my phone
There is one thing I can never give you
My heart will never be your home

So what's the matter with you?
Sing me something new.
Don't you know
The cold and wind and rain don't know
They only seem to come and go away

Stand by me
Nobody knows the way it's gonna be
Stand by me
Nobody knows the way it's gonna be
Stand by me
Nobody knows the way it's gonna be
Stand by me
Nobody knows, yeah, nobody knows the way it's gonna be
The way it's gonna be, yeah

Maybe I can see, yeah.
Don't you know
The cold and wind and rain don't know
They only seem to come and go away

Hey, hey

Stand by me
Nobody knows the way it's gonna be
Stand by me
Nobody knows the way it's gonna be
Stand by me
Nobody knows the way it's gonna be
Stand by me
Nobody knows. Yeah, God only knows the way it's gonna be
",Stand By Me,oasis
"
They're trying hard to put me in my place
And that is why I've gotta keep running
The future is mine and it's no disgrace
Cos in the end the past means nothing 

You tell me I'm free then you tie me down
And from my chains I think it's a pity
What did it cost you to wear my crown
You dont like me why don't you admit it 

D'you feel a little down today?
Bet you ain't got much to say?
But your gonna miss me when I'm not there
You know I dont care, You know I dont care 

As we beg and steal and borrow
Life is hit and miss and this
I Hope, I Think, I Know
And if I hear the names you call
If I stumble catch me when I fall
Cos baby after all, You'll never forget my name
","I Hope, I Think, I Know",oasis
"
If I may be so bold could I just say something
Come and make me my day
The clouds around your soul
Don't gather there for nothing
But I can chase them all away

Why d'you need a reason for to feel happy
Or be shining for the rest of the world
Give me just a smile and would you make it snappy
Get your shit together girl

You got a feeling lost inside
It just won't let you go
Your life is sneaking up behind
It just won't let you go
No it just won't let you go
Is what I'm trying to say...

Is would you maybe, come dancing with me
Cos to me it doesn't matter
If your hopes and dreams are shattered
When you say something you make me believe
In the girl who wears a dirty shirt
She knows exactly what she's worth
She knows exactly what she's worth to me!
That I can see, I can see

If you ever find yourself inside a bubble
You've gotta make your own way home
You can call me anytime you're seeing double
Now you know you're not alone

You got a feeling lost inside
It just won't let you go
Your life is sneaking up behind
It just won't let you go
No it just won't let you go
Is what I'm trying to say...

Is would you maybe, come dancing with me
Cos to me it doesn't matter if your hopes and dreams are shattered
When you say something you make me believe
In the girl who wears a dirty shirt
She knows exactly what she's worth

Maybe she'll come dancing with me
Cos to me it doesn't matter
If her hopes and dreams are shattered
When she says something
She'll make me believe
In the girl who wears a dirty shirt
She knows exactly what she's worth to me
She knows exactly what she's worth to me
She knows exactly what she's worth to me
She knows exactly what she's worth to me
She knows exactly what she's worth to me

Now I see, now I see
Now I see, now I see
Now I see, now I see
Now I see, now I see
Now I see, now I see
Now I see
",The Girl In The Dirty Shirt,oasis
"
Get on the rollercoaster
The fair's in town today
Y'gotta be bad-enough to beat the brave 

So get on the helter skelter
Bowl into the fray
Y'gotta be bad-enough to beat the brave 

You fade in-out
You fade in-out
Without a doubt
I don't see no shine
Today is just a daydream
Tomorrow we'll be castaway 

Coming in-out of nowhere
Singin' rhapsody
Y'gotta be bad-enough to wanna be 

Sitting upside a high chair
With the devils refugee
Is gonna be blinded by the light
That follows me 

She fade in-out
She fade in-out
Without a doubt
I don't see no shine
Today is just a daydream
Tomorrow she'll be castaway
",Fade In-Out,oasis
"
Cold and frosty morning
There's not a lot to say
About the things caught in my mind
And as the day was dawning
My plane flew away
With all the things caught in my mind

I don't wanna be there when you're coming down
I don't wanna be there when you hit the ground

So don't go away
Say what you say
Say that you'll stay
Forever and a day
In the time of my life
'Cause I need more time
Yes, I need more time
Just to make things right

Damn my situation
And the games I have to play
With all the things caught in my mind
Damn my education
I can't find the words to say
With all the things caught in my mind

I don't wanna be there when you're coming down
I don't wanna be there when you hit the ground

So don't go away
Say what you say
Say that you'll stay
Forever and a day
In the time of my life
'Cause I need more time
Yes, I need more time
Just to make things right

Me and you: what's going on?
All we seem to know is how to show
The feelings that are wrong

So don't go away
Say what you say
Say that you'll stay
Forever and a day
In the time of my life
'Cause I need more time
Yes, I need more time
Just to make things right

So don't go away
Say what you say
Say that you'll stay
Forever and a day
In the time of my life
'Cause I need more time
Yes, I need more time
Just to make things right

Yes, I need more time
Just to make things right

Yes, I need more time
Just to make things right

So don't go away
",Don't Go Away,oasis
"
Wash your face in the morning sun
Flash your pen at the song that I'm singing
Touchdown bass living on the run
Make no sweat at the hole that you're digging 

Wrap up cold when it's warm outside
Your shit jokes remind me of Digsy's
Be my magic carpet ride
Fly me down to capital city in the sun 

Kicking up a storm from the day that I was born
Sing a song for me one from 'Let It Be'
Open up your eyes get a grip on yourself inside
",Be Here Now,oasis
"
It's a bit early in the midnight hour for me
To go through all the things that I wanna be
I don't believe in everything I see
You know I'm blind so why d'you disagree

Take me away
'Cause I just don't want to stay
All the lies you make me say
Are getting deeper every day

These are crazy days
But they make me shine
Time keeps rolling by

All around the world
You've gotta spread the word
Tell 'em what you heard
We're gonna make a better day

All around the world
You've gotta spread the word
Tell 'em what you heard
You know it's gonna be OK

What you gonna do when the walls come falling down?
You never move you never make a sound
Where you gonna swim with the ridges that you found?
If you're lost at sea well I hope that you drown

Take me away
'Cause I just don't want to stay
All the lies you make me say
Are getting deeper every day

These are crazy days
But they make me shine
Time keeps rolling by

All around the world
You've gotta spread the word
Tell 'em what you heard
We're gonna make a better day

And all around the world
Gotta spread the word
Tell 'em what you heard
You know it's gonna be OK

All around the world
You've gotta spread the word
Tell 'em what you heard
We're gonna make a better day

'Cause all around the world
You gotta spread the word
Tell 'em what you heard
You know it's gonna be OK

'Cause all around the world
You gotta spread the word
Tell 'em what you heard
We're gonna make a better day

And all around the world
You gotta spread the word
Tell 'em what you heard
You know it's gonna be OK

It's gonna be OK
It's gonna be OK
It's gonna be OK
It's gonna be OK

All around the world
You've gotta spread the word
Tell them what you heard
We're gonna make a better day

'Cause all around the world
You've gotta spread the word
Tell them what you heard
You know it's gonna be OK

All around the world
You've gotta spread the word
Tell them what you heard
We're gonna make a better day

All around the world
You've gotta spread the word
Tell them what you heard
You know it's gonna be OK

I don't know what I know
What I know, what I know
Yeah I know what I know
It's gonna be OK

I don't know what I know
What I know, what I know
Yeah I know what I know
It's gonna be OK

Yeah I know what I know
I don't know, what I know
Yeah I know what I know
It's gonna be OK

Yeah I know what I know
I don't know what I know
Yeah I know what I know
Pig's don't fly
Never say die

So please don't cry
Never say die
Please don't cry
Never say die

So please don't cry
Never say die
So please don't cry
Never say die
So please don't cry
Never say die
So please don't cry
Never say die
",All Around The World,oasis
"
Say Something shout it from the roof tops off your head
Make it sort of mean something make me understand or I'll forget
The people here on life's beaches they wish upon the waves that hide the sand
Let them know that life teaches you to build a castle in the hand 

Maybe the songs that we sing are wrong
Maybe the dreams that we dream are gone
So bring it on home and it wont be long
It's getting better man! 

Hey! What was that you said to me?
Just say the word and I'd be free?
And where the stars are shining bright
It's getting better man!
And crashing in upon a wave
It's calling out beyond the grave
And We're the fire in the sky
We're getting better man! 

Build something build a better place and call it home
Even if it means nothing you'll never-ever feel that you're alone
",It's Getting Better (Man!!),oasis
"
I don't know what it is
That makes me feel alive
I don't know how to wake
The things that sleep inside
I only wanna see the light
That shines behind your eyes 

I hope that I can say
The things I wish I'd said
To sing my soul to sleep
And take me back to bed
You want to be alone
When we could be alive instead 

Because we need each other
We believe in one another
And I know we're going to uncover
What's sleepin' in our soul
Because we need each other
We believe in one another
(And) I know we're going to uncover
What's sleepin' in our soul
What's sleepin' in our soul 

There are many things
That I would like to know
And there are many places
That I wish to go
But everything's depending
On the way the wind may blow
I don't know what it is
That makes me feel alive
I don't know how to wake
The things that sleep inside
I only wanna see the light
That shines behind your eyes 

Because we need each other
We believe in one another
And I know we're going to uncover
What's sleepin' in our soul
Because we need each other
We believe in one another
(And) I know we're going to uncover
What's sleepin' in our soul
What's sleepin' in our soul 

What's sleepin' in our soul
What's sleepin' in our soul
'Cause we believe
'Cause we believe
Yeah, we believe
'Cause we believe
'Cause we believe
'Cause we believe
Because we need
Because we need
",Acquiesce,oasis
"
Underneath the sky of red
Is a storyteller sleeping alone
He has no face and he has no name
And his whereabouts are sort of unknown 

All he needs is his life ln a suitcase
It belongs to a friend of a friend
And as we drink to ourselves
We'll amuse ourselves
Underneath the sky, underneath the sky again
Underneath the sky again 

So wish me away to an unknown place
Am I living in a land with no name
I'll be making a start with a brand new heart
Stop me making sense again 

All we need is our lives in a suitcase
They belong to a friend of a friend's
And as we drink to ourselves
We'll amuse ourselves
Underneath the sky, underneath the sky again
Underneath the sky again
",Underneath The Sky,oasis
"
Sittin' on my own
Chewin' on a bone
A thousand million
Miles from home
When Something hit me
Somewhere right between the eyes 

Sleepin' on a plane
You know you can't complain
You took your last chance
Once again
I landed, stranded
Hardly even knew your name 

I wanna talk tonight
Until the mornin' light
'Bout how you saved my life
You and me see how we are
You and me see how we are 

All your dreams are made
Of Strawberry lemonade
And you make sure
I eat today
You take me walking
To where you played
When you were young 

I'll never say that I
Won't ever make you cry
And this I'll say
I don't know why
I know I'm leavin'
But I'll be back another day 

I wanna talk tonight
Until the mornin' light
'Bout how you saved my life
(You saved my life)
I wanna talk tonight
(I wanna talk tonight)
'Bout how you saved my life
(I wanna talk tonight)
'Bout how you saved my life
(I wanna talk tonight)
'Bout how you saved my life
(I wanna talk tonight)
'Bout how you saved my life 

I wanna talk tonight
",Talk Tonight,oasis
"
I hate the way that you've taken back
Everything you've given to me
And the way that you'd always say
It's nothing to do with me
Different versions of many men
Come before you came
All their questions was similar
The answers just the same 

I could do with a motor car
Maybe a Jaguar maybe a plane or a day of fame
I wanna be a millionaire so can you take me there
Wanna be wild cos my life's so tame
Here am I, going nowhere on a train 
Here am I, growing older in the rain
",Going Nowhere,oasis
"
When I was young
I thought I had my own key
I knew exactly what I wanted to be
Now I'm sure
You've boarded up every door 

Lived in a bubble
Days were never ending
Was not concerned
About what life was sending
Fantasy was real
Now I know much
About the way I feel 

I'll paint you the picture
'Cause I don't think you live round here no more
I've never even seen
The key to the door
We only get what we will settle for 

While we're living
The dreams we have as children
Fade away
While we're living
The dreams we have as children
Fade away
While we're living
The dreams we have as children
Fade away, away, away
They fade away, away, away 

Now my life has turned
Another corner
I think it's only best
That I should warn you
Dream it while you can
Maybe someday I'll make you understand

I'll paint you the picture
'Cause I don't think you live round here no more
I've never even seen
The key to the door
We only get what we will settle for 

While we're living
The dreams we have as children
Fade away
While we're living
The dreams we have as children
Fade away
While we're living
The dreams we have as children
Fade away
They fade away, away, away
Fade away, away, away
",Fade Away,oasis
"
I am he as you are he as you are me and we are all together
See how they run Iike pigs from a gun, see how they fly, I'm crying 

Sitting on a cornflake, waiting for the van to come
Corporation tee-shirt, stupid bloody Tuesday
Man, You beer naughty boy, you let your face grow long
I am the eggman, oh they are the eggmen, oh I am the walrus, goo goo g'joob 

Mister city policeman sitting
Pretty little policemen in a row
See how they fly like Lucy in the sky, see how they run
I'm crying, I'm crying, I'm crying, I'm crying 

Yellow matter custard, dripping from a dead dog's eye
Crabalocker fishwife, pornographic priestess
Boy you been a naughty girl you let your knickers down
I am the eggman, oh they are the eggmen, oh I am the walrus, goo goo g'joob 

Sitting in an English garden waiting for the sun
If the sun don't come, you get a tan from standing in the English rain
I am the eggman, oh they are the eggmen, oh I am the walrus, goo goo g'joob 

Expert textpert choking smokers, don't you think the joker laughs at you?
See how they smile like pigs in a sty, see how they snied, I'm crying 

Semolina pilchards, climbing up the Eiffel Tower
Elementary penguin singing Hare Krishna man, you should have seen them kicking Edgar Allan Poe
I am the eggman, oh they are the eggmen, oh I am the walrus, goo goo g'joob
G'goo goo g'joob, goo goo g'joob, g'goo goo g'joob, goo
",I Am The Walrus (Live),oasis
"
Listen up
What's the time said today
I'm gonna speak my mind
Take me up
To the top of the world
I wanna see my crime 

Day by day
There's a man in a suit
Who's gonna make you pay
For the thoughts
That you think and the words
They won't let you say 

One fine day
Gonna leave you all behind
It wouldn't be so bad
If I had more time 

Sailing down a river alone
I've been trying to find
My way back home
But I don't believe in magic
Life is automatic But I don't mind being on my own
No, I don't mind being on my own 

[Repeat from top]

Sailing down a river alone
I've been trying to find
My way back home
But I don't believe in magic
Life is automatic
But I don't mind being on my own
I said that I don't mind
Being on my own
No, I don't mind being on my own
I said I don't mind being on my own
",Listen Up,oasis
"
I'm older than I'd wish to be
This town holds no more for me
All my life I try to find another way
I don't care for your attitude
You bring me down I think you're rude
All my life I try to make a better day

It's hard enough being alone
Sitting here by the phone
Waiting for my memories
To come and play

It's hard enough sitting there
Rockin' in your rockin' chair
It's all too much for me to take
When you're not there        

It's hard enough being alone
Sitting here by the phone
Waiting for my memories to come and play

It's hard enough sitting there
Rockin' in your rockin' chair
It's all too much for me to take
When you're not there

I'm older than I wish to be
This town holds no more for me
All my life I try to find another way
I don't care for your attitude
You bring me down I think you're rude
All my life I try to make a better day

It's hard enough being alone
Sitting here by the phone
Waiting for my memories to come and play

It's hard enough sitting there
Rockin' in your rockin' chair
It's all too much for me to take
When you're not there
",Rockin' Chair,oasis
"
I would like to leave this city
This old town don't smell too pretty
And I can feel the warning signs
Running around my mind

And when I leave this island
I'll book myself into a soul asylum
'Cause I can feel the warning signs
Running around my mind

So here I go
Still scratching around in the same old hole
My body feels young but my mind is very old

So what do you say?
You can't give me the dreams that are mine anyway
You're half the world away
Half the world away
Half the world away
I've been lost, I've been found
But I don't feel down

And when I leave this planet,
You know I'd stay but I just can't stand it
And I can feel the warning signs
Running around my mind

And if I could leave this spirit,
I'll find me a hole and I'll live in it
And I can feel the warning signs
Running around my mind

Here I go,
I'm still scratching around in the same old hole
My body feels young but my mind is very old

So what do you say?
You can't give me the dreams that are mine anyway
You're half the world away
Half the world away
Half the world away
I've been lost, I've been found
But I don't feel down
No, I don't feel down
No, I don't feel down

I don't feel down
I don't feel down
I don't feel down
I don't feel down
",Half The World Away,oasis
"
Head like a rock spinning round and round
I found it in a hole sitting upside down
You point the finger at me but I don't believe
Paint me a wish on a velvet sky
You demand the answers but I don't know why in my mind
There is no time 

But the little things they make me so happy
All I want to do is live by the sea
Little things they make me so happy
But it's good it's good it's good to be free 

So what would you say if I said to you
It's not in what you say it's in what you do
You point the finger at me but I don't believe
Bring it on home to where we found
My head like a rock sitting upside down
In my mind there is no time 

But the little things they make me so happy
All I want to do is live by the sea
Little things they make me so happy
But it's good it's good it's good to be free
",(It's Good) To Be Free,oasis
"
One way out is all you're ever gonna get
From those who'll hand it out don't never let it upset you
Cos they'll put words into our mouths they're making us feel so ashamed 

Making us take the blame
Making us cold in the night
Making us question my heart and soul
And I think that it's not quite right 

Hey! stay young and invincible
Cos we know just what we are
And come what may we're unstoppable
Cos we know just what we are 

Feed your head with all the things you need
When you're hungry
Stay in bed and sleep all day as long as it's Sunday
Cos they'll put words into your mouth they're making you feel so ashamed
",Stay Young,oasis
"
I know a girl who's lost and lonely
Sits by the phone on her own
But the phone don't ring
And the birds don't sing in her tree
She lost herself in a haze of pity
And doesn't know where to run
Needs a headshrinker now
And I think its time we had some fun 

Lost in a fog
Up a tree like a dog
And I'm out of here
I got no name
And I feel no shame
And I got no fear
And I bow down
To the tears of a clown
Whatever's going down
Is coming around
I hope you don't regret today
For the rest of your lives 

For the rest of your lives
For the rest of your lives
For the rest of your lives
",Headshrinker,oasis
"
Take the time to make some sense
Of what you want to say
And cast your words away upon the waves
Sail them home with acquiesce
On a ship of hope today
And as they land upon the shore
Tell them not to fear no more

Say it loud and sing it proud today

And then dance if you wanna dance
Please brother take a chance
You know they're gonna go
Which way they wanna go
All we know is that we don't know
How it's gonna be
Please brother let it be
Life on the other hand
Won't make us understand
We're all part of the masterplan

Say it loud and sing it proud today...

I'm not saying right is wrong
It's up to us to make
The best of all the things that come our way
'Cause everything that's been has passed
The answer's in the looking glass
There's four and twenty million doors
On life's endless corridor

Say it loud and sing it proud today.

Well, dance if they want to dance
Please brother take a chance
You know they're gonna go
Which way they wanna go
All we know is that we don't know
How it's gonna be
Please, brother, let it be
Life on the other hand
Won't make you understand
We're all part of the masterplan
",The Masterplan,oasis
"
We put this festival on you bastards, with a lot of love
We worked around the year for you pigs
Are you gonna break our walls down?
Are you gonna try it?
Well you go to hell!

Kids are running around naked, fuckin' in the bushes
Kids are running around naked, fuckin' in the bushes
Kids are running around naked, fuckin' in the bushes
Kids are running around naked, fuckin' in the bushes

Kids are running around naked, fuckin' in the bushes
Kids are running around naked, fuckin' in the bushes
Kids are running around naked, fuckin' in the bushes
Kids are running around naked, fuckin' in the bushes

I love it, good rhythm over here
Yes all are welcome
Yes indeed, I love them
Fun, nice, life, youths, beautiful
I'm all for it!
",Fuckin' In The Bushes,oasis
"
Paint no illusion, try to click with whatcha got
Taste every potion cos if yer like yerself a lot
Go let it out, go let it in, go let it out 

Life is precocious in a most perculiar way
Sister psychosis don't got a lot to say
She go let it out, she go let it in, she go let it out
She go let it out, she go let it in, she go let it out 

Is it any wonder why Princes & Kings
Are clowns that caper in their sawdust rings
And ordinary people that are like you and me
We're the keepers of their destiny 

I'm goin' leaving this city, I'm goin' drivin' outta town
Your comin' with me the right time is always now
To go let it out, go let it in, go let it out
To go let it out, go let it in, go let it out 

Is it any wonder why Princes and Kings
Are clowns that caper in their sawdust rings
Cos ordinary people that are like you and me
We're the builders of their destiny
We're the builders of their destiny
We're the builders of their destiny
We're the builders of their destiny 

So go let it out - go let it in
Go let it out - don't let it in
Go let it out - go let it in
Go let it out - don't let it - don't let it in
",Go Let It Out,oasis
"
Found what I'd lost inside
My spirit has been purified
Take a thorn from my pride
And hand in hand we'll take a walk outside 

Thank you for the sun the one that shines on everyone
Who feels love
Now there's a million years between my fantasies & fears
I feel love 

I'm leaving all that I see
Now all my emotions fill the air I breath 

Now you understand that this is not the promised land
They spoke of
There's nothing more to be
If you can be the remedy who heals love
",Who Feels Love?,oasis
"
Put yer money where yer mouth is
Yer mamma sez that you was real
Put yer money where yer mouth is
Yer mamma sez that you was real 

Ready or not, come what may
The bets are going down for judgement day
So put yer money in yer mouth
And your hands right upon the wheel 

Put yer money where yer mouth is
Yer pappa sez that you was real
Put yer money where yer mouth is
Yer pappa sez that you was real 

Ready or not, and come what may
You betcha going down on judgement day
So put yer money in yer mouth
And yer hands right upon the wheel
",Put Yer Money Where Yer Mouth Is,oasis
"
Little James, we're all the same
They always seem to look to us
But we weren't meant to be grown ups
Thank you for your smile
You make it all worthwhile to us 

You live for your toys, even though they make noise
Have you ever played with plastercine
Or even tried a trampoline
Thank you for your smile
You make it all worthwhile to us 

I'm singing this song for you and your mum that's all
'Cos it won't be long before everyone is gone

Sailed out to sea, your mum you and me
You swam the ocean like a child
Life around us was so wild
Thank you for your smile
You make it all worthwhile to us 

I'm singing this song for you and your mum that's all
And it won't be long before everyone is gone
",Little James,oasis
"
What tongueless ghost of sin crept through my curtains?
Sailing on a sea of sweat on a stormy night
I think he don't got a name but I can't be certain
And in me he starts to confide 

That my family don't seem so familiar
And my enemies all know my name
And if you hear me tap on your window
Better get on yer knees and pray panic is on the way 

My pulse pumps out a beat to the ghost dancer
My eyes are dead and my throat's like a black hole
And if there's a god would he give another chancer
An hour to sing for his soul 

Cos my family don't seem so familiar
And my enemies all know my name
And when you hear me tap on yer window
Yer better get on yer knees and pray panic is on the way 

Cos my family don't seem so familiar
And my enemies all know my name
And when you hear me tap on yer window
Then you get on your knees and you better pray
Cos my family don't seem so familiar
And my enemies all know my name
And when you hear me tap on your window
Yer better get on yer knees and pray
Panic is on the way
Panic is on the way
",Gas Panic!,oasis
"
You know that feeling you get
You feel you're older than time
You ain't exactly sure
If you've been away a while 

Do you keep the receipts
For the friends that you buy
And ain't it bittersweet
You were only just getting by 

But I hope you know
That it won't let go
It sticks around with you until the day you die
And I hope you know that it's touch and go
I hope the tears don't stain the world that waits outside
Where did it all go wrong? 

And until you've repaid
The dreams you bought for your lies
You'll be cast away
Alone under the stormy skies 

But I hope you know
That it won't let go
It sticks around with you until the day you die
And I hope you know that it's touch and go
I hope the tears don't stain the world that waits outside
Where did it all go wrong?
",Where Did It All Go Wrong?,oasis
"
Here's another sunday morning call
Yer hear yer head-a-banging on the door
Slip your shoes on and then out you crawl
Into a day that couldn't give you more
But what for? 

And in your head do you feel
What you're not supposed to feel
You take what you want
But you won't get it for free
You need more time
Cos your thoughts and words won't last forever more
But i'm not sure if it ever works out right
But it's ok. It's all right 

When yer lonely and you start to hear
The little voices in your head at night
You will only sniff away the tears
So you can dance until the morning light
At what price? 

And in your head do you feel
What you're not supposed to feel
You take what you want
But you won't get it for free
You need more time
Cos your thoughts and words won't last forever more
But I'm not sure if it ever works out right
But it's ok. It's all right 

And in your head do you feel
What you're not supposed to feel
When you take what you want
You don't get hope for free
You need more time
Cos your thoughts and words won't last forever more
And I'm not sure if it'll ever, ever, ever work out right
Will it ever, ever, ever work out right?
Cos it never, never, never works out right
",Sunday Morning Call,oasis
"
Baby the time is right to tell it all like it is
And now that I feel god like there's nothing that can't be kissed
The name of a lonely soul is scratched into my brain
He thought he was king creole
Until he found out, until he found out 

He sits upon a throne
He lives a sleazy lie
But he's all alone again, again 

I can see a liar, sitting by the fire
Trouble in his heart, laughing at the thought
Coming as he goes into overdose
I wonder what he thinks of me?
",I Can See A Liar,oasis
"
I can give a hundred million reasons
To build a barricade
I blame it on the changing of the seasons
The thoughts that I've conveyed 

Does it make it all right?
It doesn't make it all right 

To roll it over my soul and leave me here
Roll it over my soul and leave me here 

Look around at all the plastic people
Who live without a care
Try to sit with me around my table
But never bring a chair 

Does it make it all right?
It doesn't make it all right 

To roll it over my soul and leave me here
Roll it over my soul and leave me here
",Roll It Over,oasis
"
I get up - when I'm down 
I can't swim - but my soul won't drown 
I do believe - I got flare 
I got speed and I walk on air 

Cos God gimme soul in your rock'n'roll (babe)
Cos God gimme soul in your rock'n'roll (babe)

And I get so high I just can't feel it 
And I get so high I just can't feel it 

In and out my brain, runnin' through my veins 
Cos you're my sunshine you're my rain 

There's a light - that shines on 
Shines - on - me - and it keeps me warm 
It gimme peace - I must say 
I can't sleep - cos the world won't wait
",The Hindu Times,oasis
"
Yeah I feel like the force of nature 
could make you sing like a bird released 
If what you seek is the wise man's treasure 
you know it's buried beneath your feet 
You know you look like faded picture 
I see the cracks freezing on your skin 
and as the world slowly turns and hits you 
that the thieves of the night 
are coming to take you in 

For smoking all my stash 
and burning all my cash 
I bet you knew right away 
it's all over town that 
the sun's going down 
on the days of your easy life. 

I bet you knew right away 
you dope you don't know where it's at 
It's all over town 
that the sun's gone down 
and it's high time to pray. 

Yeah I feel like the force of nature 
could make you sing like a bird released 
If what you seek is the wise man's treasure 
you know it's buried beneath your feet 
You know you look like a faded picture 
I see the cracks frozen on your skin 
and as the world slowly turns and hits you 
then the thieves of the night 
are coming to take you in 

For smoking all my stash 
and burning all my cash 
I bet you knew right away 
it's all over town that 
the sun's going down 
on the days of your easy life.

I bet you knew right away 
you dope you don't know where it's at 
It's all over if you're begging me please 
then get on your knees and pray. 

For smoking all my stash 
and burning all my cash 
I bet you knew right away 
it's all over town that 
the sun's gone down 
and it's high time to pray
",Force Of Nature,oasis
"
I can go where I wanna 
Be who I wanna be now 
I can sleep under water 
Never worried what I'm gonna dream now 

Yeah the times come and gone 
And I know where I'm from 
And can be so...
It's hasta manana 
You're on your own banana skin feet now 

Yeah I've been hung in a bad place 
Had no sun over my face 
Yeah I've been hung in a bad place 
For too long 

I can say what I wanna 
Feel how I wanna feel now 
I can squeeze all the hours 
I choose to devour with ease now 

I can sing to the trees 
Tarzan on harmonies for free yeah 
You've been blocked and you're stalling 
Nature is calling for me (you got me!)

Yeah I've been hung in a bad place 
Had no sun over my face 
Yeah I've been hung in a bad place 
For too long
",Hung In A Bad Place,oasis
"
Hold up
Hold on
Don't be scared
You'll never change what's been and gone

May your smile (may your smile)
Shine on (shine on)
Don't be scared (don't be scared)
Your destiny may keep you warm

'Cause all of the stars
Are fading away
Just try not to worry
You'll see them some day
Take what you need
And be on your way
And stop crying your heart out

Get up (get up)
Come on (come on)
Why're you scared? (I'm not scared)
You'll never change
What's been and gone

'Cause all of the stars
Are fading away
Just try not to worry
You'll see them some day
Take what you need
And be on your way
And stop crying your heart out

'Cause all of the stars
Are fading away
Just try not to worry
You'll see them some day
Just take what you need
And be on your way
And stop crying your heart out

We're all of us stars
We're fading away
Just try not to worry
You'll see us some day
Just take what you need
And be on your way
And stop crying your heart out
Stop crying your heart out
Stop crying your heart out
Stop crying your heart out
",Stop Crying Your Heart Out,oasis
"
Talking to the songbird yesterday
Flew me to a place not far away
She's a little pilot in my mind
Singing songs of love to pass the time

Gonna write a song so she can see
Give her all the love she gives to me
Talk of better days that have yet to come
Never felt this love from anyone

She's not anyone

A man can never dream these kinds of things
Especially when she came and spread her wings
Whispered in my ear the things I'd like
Then she flew away into the night

Gonna write a song so she can see
Give her all the love she gives to me
Talk of better days that have yet to come
Never felt this love from anyone

She's not anyone
",Song Bird,oasis
